generation,id,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9
0,0,-449.7959582566616,85.58429123237033,20.449316419657293,-192.84553714109956,-17.135689257793615,289.05372624076904,418.6678652850262,256.1034908756375,-140.81175674514424,150.5657220002347
0,1,308.4507504957413,414.40085321314984,462.62170771844967,-317.73524693276977,-488.6631420148492,436.40442546468034,170.98238808376811,-130.70888056225328,-347.8285659338577,458.6418766659218
0,2,349.27604729001484,-222.7851803126897,-305.4121643581288,191.78981275289743,-314.5659724966613,-58.54464323986542,-266.83283758658393,62.25439427844185,319.2169091961538,42.62931482262468
0,3,-161.47486410148082,176.25859114694651,213.5176959304605,-240.2962275593975,482.3087972326656,-138.48871807144292,155.79847006178522,21.9145522231546,273.7586759184484,-170.64900294280807
0,4,-269.4835518125044,-90.61914321571317,51.973345760798,74.78590440792789,351.44739855476985,327.3930092748833,20.70615203941918,309.72457269228676,-284.19278756630047,-71.04807227667811
0,5,-2.005941934905877,489.28971442541706,216.29339974782306,415.7876645748339,50.86567518357788,24.57520048502306,175.05250589597028,395.6981618854678,-125.2534796365303,401.5048711493622
0,6,-441.51065994065954,-92.31477052519574,-305.1935911706406,34.95852413013483,-139.30999372820162,400.2878015624989,-22.44196391604038,200.9433814544617,-366.8668974236782,8.063308271813128
0,7,-310.6376173605768,-113.32327416776565,52.62483582343009,-242.2467332831356,130.1450981993247,269.21268642912014,-164.03439420203347,-392.0266956359717,-28.348751441622994,-233.33413716943005
0,8,-100.49521125732895,-407.20746606711725,432.2868829254104,119.54818223821496,-279.3948822100524,-496.14416649065885,-175.79384313817758,-283.50710072894225,326.75191527438244,-407.2444404897582
0,9,145.02283770271652,-419.8271632816477,106.18946920309065,-397.50250590670623,430.4357936596207,-40.96205800968187,-454.28641620070744,57.03498798100645,180.93407673809338,307.312922553665
0,10,82.68395941936546,9.67888198557057,-352.84742233423685,-481.6299481323726,259.9796674991327,-5.897451604381615,-179.06530276261424,178.1328908957629,192.35181693611867,249.23481874230106
0,11,-213.48279931230564,393.5966158120556,-19.190459512642974,241.18906772419268,375.0514824012804,177.95864508614136,456.1712640277009,-442.90449950094,-399.5852511807866,221.81287688306395
0,12,-103.64745796195939,114.26985066156124,-195.22633859347815,321.60371120560103,243.99266163138748,48.245860252821444,-97.59074214975772,308.75209148259967,-171.4358197810513,-27.95170261380332
0,13,450.44514666922396,202.82314509712023,-495.6127120344062,-0.5901991515948453,-149.30381852814298,-446.7597495736089,352.14529241553396,139.8299228763061,233.97308740298445,-223.92287917619905
0,14,161.2303438786097,330.4787451587023,134.41131713647053,125.72264085555094,-37.691591822510134,58.53347640213485,-120.30199596288594,-302.33875156784575,33.697022050195415,499.89888665904016
0,15,-411.3131988385991,-314.7596363060692,305.0883971562454,298.47021500282256,135.87220479583766,-153.10748556296227,496.4688576987404,420.00260933713037,14.636836950382758,-91.65019094563934
0,16,193.24150448919556,-202.6167425468376,-391.88914661113705,356.3351737314564,387.82298912548185,69.27533575002644,-188.07408573158222,274.1061230221777,-252.90196560043177,-494.588074186845
0,17,137.0510535715672,198.0356646130458,-259.98382367215265,-339.7411590622935,144.84056533623482,-434.8774450005396,-397.71612413345406,18.56883178199041,-370.37512435102616,-497.00149036506923
0,18,-315.1752431292517,-404.9739114178105,20.1135289412764,-24.7349882579756,-214.12232755487184,-16.348182525871096,-324.0085449945026,-428.90348259852976,442.58957210555536,-397.4993545568723
0,19,12.827410415486497,-306.2519621082098,-357.0672403937063,313.0045599788501,-290.8132682943374,333.34833689926074,-332.0829814986479,-288.67582775888155,-145.5320805376661,-457.86745618991085
0,20,-237.3652648823745,205.97614587939165,-47.42536398956196,196.31263639264625,131.76183615825119,50.304444348337825,250.0869074763674,487.4355204837452,-6.748539487091648,394.0909490703542
0,21,-309.9869277318338,67.05701387173042,16.317923792945635,-364.71133973757344,-164.60047623893036,-12.303150248638929,321.6748646479658,47.68370947098583,-92.05957175159284,-109.27119105996144
0,22,155.93894992224466,229.60643550963948,177.2335478139055,199.76456713635946,18.65324135434264,128.43734422297928,-70.94928631279572,394.1680843825616,17.028500288039027,-182.45923427357178
0,23,-23.141173077349208,49.83981430951371,-204.9055876777732,262.43022217677003,-172.541889322965,367.8697015420677,-179.75321491793483,101.05938862031178,-78.71460326668756,-432.1179117427865
0,24,-25.88182962604236,2.591405302399096,-160.72328106783698,360.33093994536694,-329.0965919586614,19.60201408144303,-237.7646474786509,-48.647717830489796,-111.25269929479123,378.36832891250583
0,25,122.28932232866282,64.41502579462758,-426.6986237987788,467.81803096169017,-37.08616328708581,-240.89145038620666,32.27717236316198,-397.3004167048997,-402.5026155020762,283.30000176540943
0,26,-247.77580214327998,-28.69386133998887,-405.7600582438735,356.4764229893714,169.49902189050727,396.6524576615577,-18.486241933382246,-136.1858521680429,-242.74699102320318,-63.05748735471417
0,27,117.20336509660888,151.22752804162326,154.42802218607835,117.86109798465975,159.73779874736454,-326.62923026932276,219.02610136222847,290.5664580004301,67.94880941862846,-191.43151000514524
0,28,231.74465962114607,398.3840863063058,5.55674305391517,-398.0956908415585,-278.3571703057197,204.77514010765412,381.30553900993664,360.15654804343694,-410.03476760478407,332.276212689777
0,29,223.81911362438916,-35.4241289929671,352.22814090129623,-221.33144615162416,185.64784135389573,336.6573061631708,305.85313563461864,-84.55177337686115,311.1708970288944,145.43101797442023
0,30,-205.93078604742976,-80.50595584287703,-2.467653358389498,-391.65262989894313,299.5048427532307,-301.7239436008558,313.52912157855496,-160.3667704718398,286.91239974004634,-327.2057553256459
0,31,-388.8373216201981,449.1448429648441,263.5787007103529,234.14443809084764,36.89520478229872,29.589804359671575,442.424777802436,-467.52786868015903,-413.2878146227375,-129.5005931788682
0,32,-210.30878273871377,-399.05225601099505,311.6106421701908,49.46806696933379,411.6475772808542,-448.3474158792199,229.41177322384908,-204.28147571606445,-184.27791501846878,-130.83766617228707
0,33,459.67605341490275,-428.331517224295,466.7332731584796,-70.051475612778,389.43783589917564,362.01810297178974,-24.655526756752522,-13.936474222346988,30.367437417987276,31.415453660969433
0,34,-283.4693446104966,11.89914125304415,-342.493824460885,-296.0005064007286,-219.08021731365244,81.54198664397256,397.2396508841232,-265.50337241009845,-93.66401047241669,149.90585311344103
0,35,-180.61052418438595,-106.32607628574044,-486.6282426932543,-253.50596590813325,-258.6785946253691,-323.17452006796,310.06038864611764,1.3242061309144333,164.49002361483076,313.25773470600996
0,36,89.44064418177288,-77.6698369662335,-300.4312233034941,-165.33440341982197,-222.67049755560078,-121.75665406578571,-198.52779461126278,256.1194494505112,93.15338677331567,-205.43455496645646
0,37,-218.07654197084605,-223.84832219158733,474.4894166573084,-187.51117629144278,-42.8962432638246,327.21629216534575,281.5891134792814,159.5859540027758,-229.3440674562416,226.1622967299653
0,38,267.353787127102,201.95645268849887,-15.93508783274865,394.78204592419365,-146.99320196040776,112.00703969043082,354.80380558461604,-20.220136958113187,-207.53441090078326,420.82516717973067
